id,month,day,hour,weekday,fatalities_30d,serious_injuries_30d,minor_injuries_30d,latitude,longitude,municipality
5397,Mar,3,7,Friday,0,0,1,38.705737,-9.178182,Lisboa
5400,Mar,3,8,Friday,0,0,1,38.770826,-9.163952,Lisboa
5415,Mar,3,11,Friday,0,0,1,38.748917,-9.179934,Lisboa
5424,Mar,3,12,Friday,0,0,1,38.72683,-9.130367,Lisboa
5463,Mar,3,17,Friday,0,0,1,38.731255,-9.129912,Lisboa
5464,Mar,3,17,Friday,0,0,1,38.756708,-9.14588,Lisboa
5479,Mar,3,19,Friday,0,0,1,38.72475,-9.182687,Lisboa
5484,Mar,3,19,Friday,0,0,1,38.736018,-9.147594,Lisboa
5485,Mar,3,19,Friday,0,0,1,38.751341,-9.20349,Lisboa
5493,Mar,3,20,Friday,0,0,1,38.736579,-9.171242,Lisboa
5499,Mar,3,22,Friday,0,0,1,38.75682,-9.177788,Lisboa
5506,Mar,4,1,Saturday,0,0,1,38.708739,-9.151512,Lisboa
5510,Mar,4,2,Saturday,0,0,1,38.706544,-9.142473,Lisboa
5523,Mar,4,10,Saturday,0,0,1,38.756107,-9.199477,Lisboa
5524,Mar,4,11,Saturday,0,0,1,38.744966,-9.1167,Lisboa
5529,Mar,4,12,Saturday,0,0,1,38.70549,-9.146543,Lisboa
5544,Mar,4,13,Saturday,0,0,1,38.782848,-9.165936,Lisboa
5573,Mar,4,17,Saturday,0,0,1,38.752939,-9.196881,Lisboa
5578,Mar,4,19,Saturday,0,0,1,38.723338,-9.148344,Lisboa
5581,Mar,4,19,Saturday,0,0,1,38.707594,-9.133092,Lisboa
5603,Mar,5,2,Sunday,0,0,1,38.73664,-9.17178,Lisboa
5632,Mar,5,11,Sunday,0,0,1,38.720884,-9.21327,Lisboa
5660,Mar,5,16,Sunday,0,0,1,38.740704,-9.200839,Lisboa
5663,Mar,5,17,Sunday,0,0,1,38.725083,-9.151795,Lisboa
5665,Mar,5,17,Sunday,0,0,1,38.757767,-9.193593,Lisboa
5672,Mar,5,19,Sunday,0,0,1,38.721335,-9.152059,Lisboa
5679,Mar,5,21,Sunday,0,0,1,38.753269,-9.187967,Lisboa
5695,Mar,6,7,Monday,0,0,1,38.709451,-9.136327,Lisboa
5712,Mar,6,9,Monday,0,0,1,38.724035,-9.148803,Lisboa
5732,Mar,6,12,Monday,0,0,1,38.72927,-9.134484,Lisboa
5740,Mar,6,13,Monday,0,0,1,38.761734,-9.114905,Lisboa
5762,Mar,6,17,Monday,0,0,1,38.770123,-9.109048,Lisboa
5772,Mar,6,18,Monday,0,0,1,38.774454,-9.10585,Lisboa
5785,Mar,6,22,Monday,0,0,1,38.718614,-9.217802,Lisboa
5804,Mar,7,8,Tuesday,0,0,1,38.768971,-9.195641,Lisboa
5814,Mar,7,9,Tuesday,0,0,1,38.720648,-9.130108,Lisboa
5818,Mar,7,9,Tuesday,0,0,1,38.759653,-9.19066,Lisboa
5832,Mar,7,13,Tuesday,0,0,1,38.747947,-9.150137,Lisboa
5843,Mar,7,16,Tuesday,0,0,1,38.724,-9.182961,Lisboa
5868,Mar,7,19,Tuesday,0,0,1,38.689634,-9.176985,Lisboa
5870,Mar,7,20,Tuesday,0,0,1,38.727822,-9.155998,Lisboa
5887,Mar,8,8,Wednesday,0,0,1,38.748817,-9.130701,Lisboa
5914,Mar,8,13,Wednesday,0,0,1,38.774285,-9.152341,Lisboa
5919,Mar,8,15,Wednesday,0,0,2,38.733415,-9.144249,Lisboa
5926,Mar,8,16,Wednesday,0,0,1,38.723681,-9.135147,Lisboa
5927,Mar,8,16,Wednesday,0,0,1,38.72286,-9.199704,Lisboa
5936,Mar,8,17,Wednesday,0,0,1,38.711946,-9.175499,Lisboa
5939,Mar,8,17,Wednesday,0,0,1,38.762986,-9.130058,Lisboa
5944,Mar,8,18,Wednesday,0,0,1,38.759945,-9.111668,Lisboa
5978,Mar,9,10,Thursday,0,0,1,38.750649,-9.197711,Lisboa
5986,Mar,9,12,Thursday,0,0,1,38.762993,-9.106598,Lisboa
5989,Mar,9,13,Thursday,0,0,1,38.761672,-9.163249,Lisboa
5998,Mar,9,15,Thursday,0,0,1,38.76194,-9.147575,Lisboa
6033,Mar,9,21,Thursday,0,0,1,38.713082,-9.175639,Lisboa
6036,Mar,9,21,Thursday,0,0,1,38.729419,-9.125659,Lisboa
6039,Mar,10,3,Friday,0,0,1,38.705834,-9.177606,Lisboa
6066,Mar,10,11,Friday,0,0,1,38.731432,-9.148478,Lisboa
6070,Mar,10,12,Friday,0,0,1,38.762295,-9.163574,Lisboa
6091,Mar,10,16,Friday,0,0,1,38.721574,-9.17551,Lisboa
6108,Mar,10,19,Friday,0,0,1,38.788771,-9.150641,Lisboa
6164,Mar,11,12,Saturday,0,0,1,38.724463,-9.128601,Lisboa
6166,Mar,11,13,Saturday,0,0,1,38.764742,-9.103896,Lisboa
6175,Mar,11,14,Saturday,0,0,1,38.727239,-9.141855,Lisboa
6195,Mar,11,18,Saturday,0,0,1,38.732627,-9.132373,Lisboa
6205,Mar,11,21,Saturday,0,0,1,38.717741,-9.151508,Lisboa
6212,Mar,11,22,Saturday,0,0,2,38.750901,-9.142801,Lisboa
6231,Mar,12,9,Sunday,0,0,3,38.71217,-9.179622,Lisboa
6256,Mar,12,13,Sunday,0,0,2,38.721437,-9.146685,Lisboa
6290,Mar,12,18,Sunday,0,0,1,38.712093,-9.153019,Lisboa
6317,Mar,13,8,Monday,0,0,1,38.730284,-9.144746,Lisboa
6318,Mar,13,9,Monday,0,0,1,38.702569,-9.173075,Lisboa
6332,Mar,13,12,Monday,0,0,2,38.741414,-9.199532,Lisboa
6358,Mar,13,17,Monday,0,0,1,38.750079,-9.119413,Lisboa
6371,Mar,13,19,Monday,0,0,1,38.731432,-9.136053,Lisboa
6376,Mar,13,20,Monday,0,0,1,38.72423,-9.179914,Lisboa
6377,Mar,13,20,Monday,0,1,6,38.72431,-9.180073,Lisboa
6397,Mar,14,9,Tuesday,0,0,1,38.752304,-9.159497,Lisboa
6400,Mar,14,9,Tuesday,0,0,1,38.739109,-9.126263,Lisboa
6401,Mar,14,9,Tuesday,0,0,1,38.739389,-9.145268,Lisboa
6413,Mar,14,12,Tuesday,0,0,1,38.731256,-9.135423,Lisboa
6428,Mar,14,15,Tuesday,0,0,1,38.719832,-9.129768,Lisboa
6447,Mar,14,18,Tuesday,0,0,1,38.695604,-9.22284,Lisboa
6449,Mar,14,18,Tuesday,0,0,1,38.762542,-9.146791,Lisboa
6451,Mar,14,19,Tuesday,0,0,1,38.746532,-9.147855,Lisboa
6454,Mar,14,19,Tuesday,0,0,1,38.735237,-9.138814,Lisboa
6465,Mar,15,1,Wednesday,0,0,1,38.729244,-9.157298,Lisboa
6509,Mar,15,12,Wednesday,0,0,1,38.76906,-9.179395,Lisboa
6510,Mar,15,12,Wednesday,0,0,1,38.748241,-9.149345,Lisboa
6525,Mar,15,13,Wednesday,0,0,1,38.708973,-9.200513,Lisboa
6532,Mar,15,14,Wednesday,0,0,1,38.706386,-9.155577,Lisboa
6563,Mar,15,18,Wednesday,0,0,1,38.748485,-9.166999,Lisboa
6572,Mar,15,20,Wednesday,0,0,1,38.766998,-9.108908,Lisboa
6574,Mar,15,21,Wednesday,0,0,1,38.709125,-9.17787,Lisboa
6628,Mar,16,16,Thursday,0,0,2,38.75754,-9.164583,Lisboa
6629,Mar,16,16,Thursday,0,0,1,38.714504,-9.212308,Lisboa
6640,Mar,16,18,Thursday,0,0,1,38.740801,-9.169782,Lisboa
6648,Mar,16,19,Thursday,0,0,1,38.720207,-9.135594,Lisboa
6649,Mar,16,19,Thursday,0,0,2,38.724518,-9.193675,Lisboa
6660,Mar,16,20,Thursday,0,0,1,38.713289,-9.18006,Lisboa
6668,Mar,16,23,Thursday,0,0,1,38.776874,-9.096915,Lisboa
6672,Mar,17,7,Friday,0,0,1,38.711516,-9.222402,Lisboa
6673,Mar,17,7,Friday,0,0,1,38.74806,-9.121681,Lisboa
6714,Mar,17,13,Friday,0,0,1,38.743021,-9.185688,Lisboa
6744,Mar,17,17,Friday,0,0,1,38.77507,-9.163541,Lisboa
6761,Mar,17,19,Friday,0,0,1,38.754677,-9.152142,Lisboa
6766,Mar,17,21,Friday,0,0,3,38.768817,-9.097734,Lisboa
6774,Mar,18,0,Saturday,0,1,0,38.754073,-9.196465,Lisboa
6807,Mar,18,11,Saturday,0,0,1,38.758869,-9.156949,Lisboa
6822,Mar,18,16,Saturday,0,0,1,38.723209,-9.135263,Lisboa
6852,Mar,18,21,Saturday,0,0,3,38.77362,-9.126191,Lisboa
6867,Mar,19,9,Sunday,0,0,1,38.74034,-9.14679,Lisboa
6900,Mar,19,16,Sunday,0,0,2,38.770823,-9.149141,Lisboa
6908,Mar,19,16,Sunday,0,0,1,38.754138,-9.183976,Lisboa
6914,Mar,19,17,Sunday,0,0,1,38.795662,-9.098059,Lisboa
6932,Mar,20,1,Monday,0,0,1,38.714272,-9.140447,Lisboa
6983,Mar,20,16,Monday,0,0,1,38.706041,-9.152336,Lisboa
6985,Mar,20,16,Monday,0,0,1,38.761664,-9.154194,Lisboa
6993,Mar,20,18,Monday,0,0,1,38.736623,-9.170872,Lisboa
7007,Mar,20,20,Monday,0,0,1,38.763016,-9.128229,Lisboa
7009,Mar,20,21,Monday,0,0,1,38.760561,-9.198102,Lisboa
7024,Mar,21,9,Tuesday,0,0,1,38.758872,-9.197219,Lisboa
7030,Mar,21,10,Tuesday,0,0,1,38.70467,-9.199256,Lisboa
7046,Mar,21,13,Tuesday,0,0,1,38.711464,-9.214646,Lisboa
7048,Mar,21,13,Tuesday,0,0,1,38.766809,-9.165014,Lisboa
7053,Mar,21,15,Tuesday,0,0,2,38.740623,-9.201476,Lisboa
7054,Mar,21,15,Tuesday,0,0,1,38.720385,-9.142011,Lisboa
7060,Mar,21,16,Tuesday,0,0,1,38.716011,-9.148008,Lisboa
7061,Mar,21,16,Tuesday,0,0,1,38.751474,-9.206241,Lisboa
7063,Mar,21,16,Tuesday,0,0,1,38.758452,-9.096739,Lisboa
7065,Mar,21,16,Tuesday,0,0,1,38.78268,-9.147512,Lisboa
7068,Mar,21,17,Tuesday,0,0,1,38.749071,-9.202246,Lisboa
7073,Mar,21,17,Tuesday,0,0,1,38.747911,-9.189748,Lisboa
7076,Mar,21,18,Tuesday,0,0,1,38.745876,-9.149779,Lisboa
7083,Mar,21,19,Tuesday,0,0,1,38.732256,-9.147723,Lisboa
7148,Mar,22,16,Wednesday,0,0,1,38.76317,-9.134891,Lisboa
7149,Mar,22,16,Wednesday,0,0,1,38.738727,-9.164292,Lisboa
7174,Mar,22,22,Wednesday,0,0,2,38.727325,-9.146159,Lisboa
7209,Mar,23,14,Thursday,0,0,1,38.748567,-9.200733,Lisboa
7222,Mar,23,17,Thursday,0,0,1,38.752183,-9.179994,Lisboa
7229,Mar,23,18,Thursday,0,0,1,38.761255,-9.148279,Lisboa
7242,Mar,23,20,Thursday,0,0,1,38.726768,-9.146973,Lisboa
7253,Mar,23,22,Thursday,0,0,1,38.699894,-9.226719,Lisboa
7256,Mar,24,2,Friday,0,0,1,38.708653,-9.151841,Lisboa
7258,Mar,24,4,Friday,0,0,1,38.726011,-9.170105,Lisboa
7278,Mar,24,10,Friday,0,0,1,38.733008,-9.131593,Lisboa
7288,Mar,24,13,Friday,0,0,3,38.7095,-9.137656,Lisboa
7290,Mar,24,13,Friday,0,0,1,38.770037,-9.126179,Lisboa
7293,Mar,24,13,Friday,0,0,1,38.756718,-9.130103,Lisboa
7309,Mar,24,16,Friday,0,0,1,38.713211,-9.149767,Lisboa
7316,Mar,24,17,Friday,0,0,1,38.705208,-9.161006,Lisboa
7325,Mar,24,18,Friday,0,0,1,38.728561,-9.130852,Lisboa
7372,Mar,25,9,Saturday,0,0,1,38.711772,-9.214604,Lisboa
7417,Mar,25,17,Saturday,0,0,1,38.725238,-9.152583,Lisboa
7426,Mar,25,19,Saturday,0,0,1,38.752804,-9.199986,Lisboa
7441,Mar,25,22,Saturday,0,0,1,38.733453,-9.133121,Lisboa
7447,Mar,26,3,Sunday,0,0,1,38.725779,-9.194462,Lisboa
7490,Mar,26,16,Sunday,0,0,1,38.758613,-9.159901,Lisboa
7502,Mar,26,17,Sunday,0,0,2,38.719919,-9.150742,Lisboa
7539,Mar,27,1,Monday,0,0,2,38.72586,-9.113563,Lisboa
7558,Mar,27,9,Monday,0,0,1,38.794514,-9.099321,Lisboa
7560,Mar,27,9,Monday,0,0,1,38.78269,-9.164671,Lisboa
7566,Mar,27,9,Monday,0,0,1,38.763063,-9.117464,Lisboa
7595,Mar,27,14,Monday,0,0,1,38.751429,-9.169232,Lisboa
7640,Mar,27,23,Monday,0,0,1,38.74868,-9.146426,Lisboa
7663,Mar,28,10,Tuesday,0,0,1,38.706265,-9.13897,Lisboa
7669,Mar,28,11,Tuesday,0,0,1,38.771599,-9.104674,Lisboa
7679,Mar,28,12,Tuesday,0,0,1,38.714558,-9.156236,Lisboa
7692,Mar,28,14,Tuesday,0,0,1,38.709639,-9.135441,Lisboa
7699,Mar,28,16,Tuesday,0,0,1,38.776592,-9.16435,Lisboa
7720,Mar,28,18,Tuesday,0,0,1,38.738937,-9.113376,Lisboa
7737,Mar,28,20,Tuesday,0,1,0,38.773038,-9.105733,Lisboa
7807,Mar,29,15,Wednesday,1,0,1,38.754806,-9.119138,Lisboa
7810,Mar,29,16,Wednesday,0,0,1,38.73932,-9.146438,Lisboa
7817,Mar,29,17,Wednesday,0,0,2,38.731641,-9.141075,Lisboa
7833,Mar,29,21,Wednesday,0,0,1,38.716019,-9.147787,Lisboa
7836,Mar,29,23,Wednesday,0,0,1,38.700434,-9.190027,Lisboa
7854,Mar,30,9,Thursday,0,0,2,38.734093,-9.164467,Lisboa
7857,Mar,30,10,Thursday,0,0,1,38.737599,-9.156676,Lisboa
7859,Mar,30,10,Thursday,0,0,1,38.767877,-9.109898,Lisboa
7872,Mar,30,13,Thursday,0,0,1,38.763023,-9.129616,Lisboa
7931,Mar,31,9,Friday,0,0,1,38.710179,-9.150973,Lisboa
7954,Mar,31,14,Friday,0,0,1,38.737624,-9.132791,Lisboa
7975,Mar,31,17,Friday,0,0,1,38.745035,-9.194956,Lisboa
7986,Mar,31,18,Friday,0,0,1,38.758437,-9.120012,Lisboa
7988,Mar,31,19,Friday,0,0,1,38.700148,-9.196209,Lisboa
7990,Mar,31,19,Friday,0,0,1,38.768762,-9.096786,Lisboa
7994,Mar,31,19,Friday,0,0,1,38.7207,-9.20635,Lisboa
8006,Apr,1,0,Saturday,0,0,1,38.729313,-9.147512,Lisboa
8010,Apr,1,3,Saturday,0,0,1,38.70361,-9.167742,Lisboa
8047,Apr,1,13,Saturday,0,0,1,38.726338,-9.134952,Lisboa
8126,Apr,2,7,Sunday,0,0,1,38.72359,-9.135212,Lisboa
8235,Apr,3,7,Monday,0,0,1,38.774333,-9.166482,Lisboa
8276,Apr,3,13,Monday,0,0,1,38.716737,-9.119091,Lisboa
8302,Apr,3,18,Monday,0,0,1,38.793332,-9.153439,Lisboa
8311,Apr,3,20,Monday,0,0,1,38.737262,-9.145449,Lisboa
8314,Apr,3,21,Monday,0,0,2,38.767055,-9.165155,Lisboa
8329,Apr,4,8,Tuesday,0,0,1,38.710826,-9.139574,Lisboa
8356,Apr,4,13,Tuesday,0,0,1,38.759737,-9.162809,Lisboa
8386,Apr,4,17,Tuesday,0,0,1,38.72388,-9.132075,Lisboa
8396,Apr,4,17,Tuesday,0,0,1,38.72367,-9.197482,Lisboa
8404,Apr,4,18,Tuesday,0,0,1,38.699337,-9.18073,Lisboa
8448,Apr,5,11,Wednesday,0,0,1,38.704657,-9.20234,Lisboa
8452,Apr,5,12,Wednesday,0,0,1,38.744993,-9.198054,Lisboa
8479,Apr,5,17,Wednesday,0,0,2,38.73589,-9.200572,Lisboa
8480,Apr,5,17,Wednesday,0,0,1,38.760218,-9.172398,Lisboa
8482,Apr,5,17,Wednesday,0,0,2,38.710964,-9.139695,Lisboa
8484,Apr,5,18,Wednesday,0,0,1,38.71274,-9.173622,Lisboa
8497,Apr,5,19,Wednesday,0,0,1,38.72139,-9.151868,Lisboa
8501,Apr,5,20,Wednesday,0,0,1,38.755724,-9.194279,Lisboa
8510,Apr,6,2,Thursday,0,0,1,38.759431,-9.156216,Lisboa
8513,Apr,6,6,Thursday,0,0,1,38.721754,-9.12882,Lisboa
8520,Apr,6,8,Thursday,0,0,1,38.752536,-9.173998,Lisboa
8531,Apr,6,10,Thursday,0,0,1,38.709993,-9.177905,Lisboa
8538,Apr,6,11,Thursday,0,0,1,38.747658,-9.115805,Lisboa
8580,Apr,6,18,Thursday,0,0,1,38.780227,-9.125413,Lisboa
8587,Apr,6,19,Thursday,0,0,1,38.74287,-9.15096,Lisboa
8601,Apr,6,21,Thursday,0,0,1,38.707771,-9.178095,Lisboa
8608,Apr,6,23,Thursday,0,0,1,38.703617,-9.168076,Lisboa
8617,Apr,7,4,Friday,0,0,1,38.762944,-9.141944,Lisboa
8651,Apr,7,14,Friday,0,0,1,38.757681,-9.179084,Lisboa
8680,Apr,7,16,Friday,0,0,2,38.723262,-9.165598,Lisboa
8722,Apr,7,21,Friday,0,0,1,38.734378,-9.153935,Lisboa
8784,Apr,8,14,Saturday,0,0,1,38.748244,-9.148075,Lisboa
8829,Apr,8,19,Saturday,0,0,1,38.737475,-9.150801,Lisboa
8846,Apr,8,23,Saturday,0,0,1,38.742714,-9.197602,Lisboa
8851,Apr,9,3,Sunday,0,0,1,38.71459,-9.136326,Lisboa
8862,Apr,9,11,Sunday,0,0,1,38.719713,-9.129748,Lisboa
8902,Apr,9,20,Sunday,0,0,1,38.751486,-9.206194,Lisboa
8910,Apr,9,21,Sunday,0,0,1,38.70651,-9.154958,Lisboa
8927,Apr,10,7,Monday,0,0,1,38.755673,-9.166246,Lisboa
8945,Apr,10,11,Monday,0,0,1,38.725429,-9.128639,Lisboa
8963,Apr,10,15,Monday,0,0,1,38.703278,-9.19255,Lisboa
8979,Apr,10,17,Monday,0,0,1,38.707403,-9.167316,Lisboa
8981,Apr,10,18,Monday,0,0,1,38.719713,-9.176428,Lisboa
8984,Apr,10,18,Monday,0,0,1,38.781533,-9.124386,Lisboa
9008,Apr,10,23,Monday,0,0,2,38.718192,-9.131992,Lisboa
9020,Apr,11,7,Tuesday,0,0,1,38.768961,-9.104113,Lisboa
9045,Apr,11,11,Tuesday,0,0,2,38.729218,-9.147486,Lisboa
9053,Apr,11,12,Tuesday,0,0,1,38.77891,-9.16571,Lisboa
9054,Apr,11,12,Tuesday,0,0,1,38.792762,-9.150205,Lisboa
9076,Apr,11,16,Tuesday,0,0,1,38.723858,-9.143032,Lisboa
9094,Apr,11,18,Tuesday,0,0,1,38.745264,-9.204463,Lisboa
9132,Apr,12,10,Wednesday,0,0,1,38.711338,-9.153666,Lisboa
9142,Apr,12,13,Wednesday,0,0,1,38.769787,-9.194847,Lisboa
9164,Apr,12,18,Wednesday,0,0,1,38.72633,-9.134957,Lisboa
9175,Apr,13,1,Thursday,0,0,1,38.710385,-9.134283,Lisboa
9194,Apr,13,9,Thursday,0,0,2,38.729949,-9.150415,Lisboa
9212,Apr,13,13,Thursday,0,0,1,38.758013,-9.130056,Lisboa
9222,Apr,13,16,Thursday,0,0,1,38.730542,-9.137531,Lisboa
9241,Apr,13,19,Thursday,0,0,1,38.720921,-9.152853,Lisboa
9251,Apr,13,22,Thursday,0,0,2,38.78272,-9.15511,Lisboa
9277,Apr,14,10,Friday,0,0,1,38.70663,-9.156098,Lisboa
9280,Apr,14,11,Friday,0,0,1,38.75818,-9.160759,Lisboa
9298,Apr,14,13,Friday,0,0,2,38.719971,-9.164002,Lisboa
9300,Apr,14,14,Friday,0,1,0,38.720149,-9.165694,Lisboa
9307,Apr,14,15,Friday,0,0,1,38.706343,-9.179395,Lisboa
9314,Apr,14,15,Friday,0,0,1,38.702777,-9.175058,Lisboa
9316,Apr,14,15,Friday,0,0,2,38.743408,-9.166013,Lisboa
9325,Apr,14,16,Friday,0,0,1,38.793263,-9.155067,Lisboa
9347,Apr,14,18,Friday,0,0,1,38.72089,-9.178391,Lisboa
9350,Apr,14,18,Friday,0,0,1,38.734346,-9.112975,Lisboa
9372,Apr,15,0,Saturday,0,0,1,38.754342,-9.130359,Lisboa
9387,Apr,15,10,Saturday,0,0,1,38.715023,-9.136444,Lisboa
9440,Apr,15,17,Saturday,0,0,1,38.740011,-9.20236,Lisboa
9442,Apr,15,17,Saturday,0,0,1,38.734041,-9.135791,Lisboa
9468,Apr,15,22,Saturday,0,0,1,38.755937,-9.139712,Lisboa
9526,Apr,16,16,Sunday,0,0,1,38.715428,-9.163557,Lisboa
9558,Apr,16,19,Sunday,0,0,1,38.762851,-9.143123,Lisboa
9575,Apr,16,22,Sunday,0,0,1,38.7047,-9.176892,Lisboa
9581,Apr,17,2,Monday,0,0,1,38.710799,-9.145617,Lisboa
9589,Apr,17,7,Monday,0,0,1,38.72463,-9.146181,Lisboa
9598,Apr,17,8,Monday,0,0,1,38.731619,-9.145908,Lisboa
9608,Apr,17,9,Monday,0,0,1,38.748557,-9.146555,Lisboa
9644,Apr,17,15,Monday,0,0,1,38.72471,-9.182239,Lisboa
9645,Apr,17,16,Monday,0,0,1,38.694412,-9.207572,Lisboa
9652,Apr,17,16,Monday,0,0,1,38.756129,-9.118319,Lisboa
9656,Apr,17,16,Monday,0,0,1,38.785043,-9.168105,Lisboa
9672,Apr,17,17,Monday,0,0,1,38.718437,-9.14393,Lisboa
9676,Apr,17,17,Monday,0,0,1,38.769848,-9.111416,Lisboa
9693,Apr,17,20,Monday,0,0,1,38.77489,-9.09318,Lisboa
9702,Apr,18,0,Tuesday,0,0,1,38.759388,-9.154845,Lisboa
9714,Apr,18,8,Tuesday,0,0,1,38.757309,-9.103229,Lisboa
9722,Apr,18,8,Tuesday,0,0,1,38.726245,-9.133741,Lisboa
9729,Apr,18,10,Tuesday,0,0,1,38.755024,-9.151194,Lisboa
9745,Apr,18,13,Tuesday,0,0,1,38.700498,-9.190059,Lisboa
9755,Apr,18,15,Tuesday,0,0,1,38.761728,-9.099669,Lisboa
9764,Apr,18,16,Tuesday,0,0,1,38.780551,-9.159496,Lisboa
9778,Apr,18,18,Tuesday,0,0,1,38.750847,-9.17225,Lisboa
9786,Apr,18,19,Tuesday,0,0,2,38.735913,-9.157893,Lisboa
9790,Apr,18,20,Tuesday,0,1,0,38.759376,-9.120537,Lisboa
9799,Apr,19,7,Wednesday,0,0,1,38.730916,-9.173313,Lisboa
9808,Apr,19,9,Wednesday,0,0,1,38.72542,-9.11888,Lisboa
9810,Apr,19,9,Wednesday,0,0,2,38.731253,-9.134419,Lisboa
9820,Apr,19,10,Wednesday,0,0,1,38.706932,-9.144316,Lisboa
9830,Apr,19,12,Wednesday,0,0,1,38.759003,-9.138603,Lisboa
9837,Apr,19,13,Wednesday,0,0,1,38.77085,-9.096641,Lisboa
9856,Apr,19,17,Wednesday,0,0,1,38.748248,-9.135986,Lisboa
9866,Apr,19,18,Wednesday,0,0,1,38.731414,-9.136938,Lisboa
9877,Apr,19,19,Wednesday,0,1,0,38.768597,-9.11405,Lisboa
9879,Apr,19,20,Wednesday,0,0,1,38.706215,-9.143879,Lisboa
9904,Apr,20,9,Thursday,0,0,1,38.727653,-9.142392,Lisboa
9905,Apr,20,9,Thursday,0,0,1,38.755799,-9.193256,Lisboa
9914,Apr,20,10,Thursday,0,0,2,38.758124,-9.160983,Lisboa
9935,Apr,20,15,Thursday,0,0,1,38.753731,-9.166783,Lisboa
9962,Apr,20,17,Thursday,0,0,1,38.7718,-9.185121,Lisboa
9972,Apr,20,18,Thursday,0,0,2,38.721564,-9.182139,Lisboa
10004,Apr,21,8,Friday,0,0,1,38.771258,-9.108118,Lisboa
10015,Apr,21,10,Friday,0,0,1,38.770984,-9.096599,Lisboa
10020,Apr,21,10,Friday,0,0,3,38.755814,-9.193836,Lisboa
10052,Apr,21,14,Friday,0,0,1,38.711029,-9.147911,Lisboa
10056,Apr,21,14,Friday,0,0,2,38.732495,-9.129784,Lisboa
10090,Apr,21,16,Friday,0,0,1,38.76678,-9.128953,Lisboa
10100,Apr,21,17,Friday,0,0,1,38.72237,-9.15022,Lisboa
10105,Apr,21,17,Friday,0,0,1,38.744301,-9.165065,Lisboa
10125,Apr,21,19,Friday,0,0,1,38.783265,-9.166491,Lisboa
10128,Apr,21,21,Friday,0,0,1,38.728465,-9.170335,Lisboa
10135,Apr,22,1,Saturday,0,0,2,38.713143,-9.145445,Lisboa
10141,Apr,22,7,Saturday,0,0,1,38.787274,-9.149542,Lisboa
10154,Apr,22,11,Saturday,0,0,1,38.73156,-9.208946,Lisboa
10164,Apr,22,13,Saturday,0,0,1,38.730862,-9.150578,Lisboa
10165,Apr,22,13,Saturday,0,0,1,38.732997,-9.149618,Lisboa
10196,Apr,22,19,Saturday,0,0,1,38.718324,-9.144354,Lisboa
10224,Apr,23,5,Sunday,0,0,1,38.723871,-9.174254,Lisboa
10232,Apr,23,8,Sunday,0,1,0,38.754345,-9.130373,Lisboa
10275,Apr,23,17,Sunday,0,0,1,38.731277,-9.134393,Lisboa
10296,Apr,23,22,Sunday,0,0,1,38.745474,-9.194002,Lisboa
10297,Apr,23,22,Sunday,0,0,1,38.723375,-9.148294,Lisboa
10353,Apr,24,14,Monday,0,0,1,38.731308,-9.135731,Lisboa
10355,Apr,24,15,Monday,0,0,1,38.714876,-9.128706,Lisboa
10361,Apr,24,16,Monday,0,0,1,38.748319,-9.163548,Lisboa
10426,Apr,25,12,Tuesday,0,0,1,38.767526,-9.104132,Lisboa
10444,Apr,25,16,Tuesday,0,0,1,38.75669,-9.180805,Lisboa
10465,Apr,25,19,Tuesday,0,0,1,38.711965,-9.195459,Lisboa
10477,Apr,25,23,Tuesday,0,0,1,38.735115,-9.145159,Lisboa
10505,Apr,26,10,Wednesday,0,0,1,38.764939,-9.157188,Lisboa
10509,Apr,26,11,Wednesday,0,0,1,38.702533,-9.180456,Lisboa
10588,Apr,27,10,Thursday,0,0,2,38.743514,-9.146979,Lisboa
10593,Apr,27,10,Thursday,0,0,1,38.733414,-9.144934,Lisboa
10599,Apr,27,10,Thursday,0,0,1,38.748598,-9.147706,Lisboa
10610,Apr,27,12,Thursday,0,0,2,38.768661,-9.186611,Lisboa
10614,Apr,27,13,Thursday,0,0,1,38.707734,-9.153332,Lisboa
10658,Apr,27,19,Thursday,0,0,1,38.722576,-9.171346,Lisboa
10665,Apr,27,21,Thursday,0,0,1,38.710926,-9.153617,Lisboa
10674,Apr,28,1,Friday,0,0,1,38.728749,-9.172622,Lisboa
10709,Apr,28,11,Friday,0,0,1,38.72565,-9.188864,Lisboa
10710,Apr,28,12,Friday,0,0,2,38.739704,-9.101772,Lisboa
10791,Apr,29,0,Saturday,0,0,1,38.73535,-9.113145,Lisboa
10798,Apr,29,4,Saturday,0,0,1,38.737583,-9.16801,Lisboa
10818,Apr,29,11,Saturday,0,0,1,38.733308,-9.143044,Lisboa
10825,Apr,29,12,Saturday,0,0,1,38.705065,-9.161424,Lisboa
10864,Apr,29,20,Saturday,0,0,1,38.766775,-9.097381,Lisboa
10869,Apr,29,22,Saturday,0,0,1,38.697641,-9.187711,Lisboa
10874,Apr,29,22,Saturday,0,0,1,38.732462,-9.145687,Lisboa
10884,Apr,30,4,Sunday,0,0,1,38.705164,-9.19231,Lisboa
10885,Apr,30,4,Sunday,0,0,1,38.692128,-9.177652,Lisboa
10900,Apr,30,11,Sunday,0,0,1,38.747318,-9.106547,Lisboa
10914,Apr,30,12,Sunday,0,0,1,38.735923,-9.127563,Lisboa
